q_id,image_id,question,answer,full_answer
168,graph_168_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: New York City, Philadelphia, Phoenix, Indianapolis, Houston, Chicago, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: New York City, Philadelphia, Phoenix, Indianapolis, Houston, Chicago, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph."
169,graph_169_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Indianapolis, Dallas, New York City, San Diego, Phoenix, Houston, Chicago. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Indianapolis, Dallas, New York City, San Diego, Phoenix, Houston, Chicago. It is more than 2 standard deviations away from the mean edges in the graph."
170,graph_170_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, Philadelphia, San Diego, Dallas, Houston, Los Angeles, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, Philadelphia, San Diego, Dallas, Houston, Los Angeles, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph."
171,graph_171_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, San Antonio, Los Angeles, Chicago, Houston, Philadelphia, Phoenix. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, San Antonio, Los Angeles, Chicago, Houston, Philadelphia, Phoenix. It is more than 2 standard deviations away from the mean edges in the graph."
172,graph_172_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, Indianapolis, New York City, San Diego, Los Angeles, Dallas, Chicago. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, Indianapolis, New York City, San Diego, Los Angeles, Dallas, Chicago. It is more than 2 standard deviations away from the mean edges in the graph."
173,graph_173_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, Indianapolis, Houston, Philadelphia, Los Angeles, Chicago. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, Indianapolis, Houston, Philadelphia, Los Angeles, Chicago. It is more than 2 standard deviations away from the mean edges in the graph."
174,graph_174_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, Indianapolis, Chicago, San Diego, Dallas, Phoenix, San Antonio, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, Indianapolis, Chicago, San Diego, Dallas, Phoenix, San Antonio, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph."
175,graph_175_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Antonio, Indianapolis, Phoenix, San Diego, Chicago, Houston. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Antonio, Indianapolis, Phoenix, San Diego, Chicago, Houston. It is more than 2 standard deviations away from the mean edges in the graph."
176,graph_176_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: San Antonio, Houston, Phoenix, San Diego, Chicago, Philadelphia, Indianapolis, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: San Antonio, Houston, Phoenix, San Diego, Chicago, Philadelphia, Indianapolis, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph."
177,graph_177_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, Dallas, Houston, New York City, Indianapolis, San Diego, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, Dallas, Houston, New York City, Indianapolis, San Diego, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph."
178,graph_178_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, San Diego, New York City, San Antonio, Los Angeles, Dallas, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, San Diego, New York City, San Antonio, Los Angeles, Dallas, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph."
179,graph_179_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Dallas, New York City, Indianapolis, Phoenix, San Antonio, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Dallas, New York City, Indianapolis, Phoenix, San Antonio, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph."
180,graph_180_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, New York City, Chicago, Philadelphia, Houston, Los Angeles, Dallas. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, New York City, Chicago, Philadelphia, Houston, Los Angeles, Dallas. It is more than 2 standard deviations away from the mean edges in the graph."
181,graph_181_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, Indianapolis, Houston, New York City, San Antonio, Chicago. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, Indianapolis, Houston, New York City, San Antonio, Chicago. It is more than 2 standard deviations away from the mean edges in the graph."
182,graph_182_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Chicago, New York City, Houston, Dallas, San Antonio, Los Angeles, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Chicago, New York City, Houston, Dallas, San Antonio, Los Angeles, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph."
183,graph_183_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Dallas, Houston, Chicago, Philadelphia, New York City, Indianapolis, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Dallas, Houston, Chicago, Philadelphia, New York City, Indianapolis, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph."
184,graph_184_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, Indianapolis, Houston, Phoenix, New York City, Chicago, Dallas, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, Indianapolis, Houston, Phoenix, New York City, Chicago, Dallas, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph."
185,graph_185_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, Philadelphia, Houston, San Antonio, Indianapolis, Dallas. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, Philadelphia, Houston, San Antonio, Indianapolis, Dallas. It is more than 2 standard deviations away from the mean edges in the graph."
186,graph_186_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: New York City, Houston, Los Angeles, Chicago, San Antonio, Philadelphia, San Diego. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: New York City, Houston, Los Angeles, Chicago, San Antonio, Philadelphia, San Diego. It is more than 2 standard deviations away from the mean edges in the graph."
187,graph_187_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Indianapolis, Philadelphia, Dallas, San Diego, Chicago, Houston. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Indianapolis, Philadelphia, Dallas, San Diego, Chicago, Houston. It is more than 2 standard deviations away from the mean edges in the graph."
188,graph_188_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Chicago, New York City, San Antonio, Indianapolis, Philadelphia, San Diego. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Chicago, New York City, San Antonio, Indianapolis, Philadelphia, San Diego. It is more than 2 standard deviations away from the mean edges in the graph."
189,graph_189_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, San Diego, San Antonio, Philadelphia, Phoenix, New York City, Dallas, Houston. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Los Angeles, San Diego, San Antonio, Philadelphia, Phoenix, New York City, Dallas, Houston. It is more than 2 standard deviations away from the mean edges in the graph."
190,graph_190_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Los Angeles, Philadelphia, Chicago, San Diego, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Los Angeles, Philadelphia, Chicago, San Diego, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph."
191,graph_191_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Chicago, New York City, Philadelphia, Indianapolis, San Diego, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Chicago, New York City, Philadelphia, Indianapolis, San Diego, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph."
192,graph_192_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Los Angeles, San Antonio, New York City, Dallas, Phoenix, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Los Angeles, San Antonio, New York City, Dallas, Phoenix, Philadelphia. It is more than 2 standard deviations away from the mean edges in the graph."
193,graph_193_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: New York City, San Antonio, Phoenix, Los Angeles, Philadelphia, Houston, San Diego. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: New York City, San Antonio, Phoenix, Los Angeles, Philadelphia, Houston, San Diego. It is more than 2 standard deviations away from the mean edges in the graph."
194,graph_194_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, San Diego, Chicago, Philadelphia, New York City, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, San Diego, Chicago, Philadelphia, New York City, San Antonio. It is more than 2 standard deviations away from the mean edges in the graph."
195,graph_195_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Los Angeles, Phoenix, Indianapolis, New York City, Chicago. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Houston, Los Angeles, Phoenix, Indianapolis, New York City, Chicago. It is more than 2 standard deviations away from the mean edges in the graph."
196,graph_196_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, New York City, Indianapolis, Chicago, Dallas, Houston. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, New York City, Indianapolis, Chicago, Dallas, Houston. It is more than 2 standard deviations away from the mean edges in the graph."
197,graph_197_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: New York City, Chicago, Phoenix, Houston, San Antonio, San Diego. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: New York City, Chicago, Phoenix, Houston, San Antonio, San Diego. It is more than 2 standard deviations away from the mean edges in the graph."
198,graph_198_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Houston, San Diego, Indianapolis, Philadelphia, Phoenix, Dallas, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Houston, San Diego, Indianapolis, Philadelphia, Phoenix, Dallas, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph."
199,graph_199_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Philadelphia, Chicago, Phoenix, San Antonio, Indianapolis, Houston, New York City. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Philadelphia, Chicago, Phoenix, San Antonio, Indianapolis, Houston, New York City. It is more than 2 standard deviations away from the mean edges in the graph."
200,graph_200_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Indianapolis, Dallas, Chicago, Philadelphia, New York City, Phoenix, San Antonio, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Indianapolis, Dallas, Chicago, Philadelphia, New York City, Phoenix, San Antonio, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph."
201,graph_201_normal,Explain the anomaly in Service E if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
202,graph_202_normal,Explain the anomaly in Jacqueline Green if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
203,graph_203_normal,Explain the anomaly in Service F if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
204,graph_204_normal,Explain the anomaly in Christopher Hayes if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
205,graph_205_normal,Explain the anomaly in Service C if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
206,graph_206_normal,Explain the anomaly in Miranda Bartlett if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
207,graph_207_normal,Explain the anomaly in Bradley Montgomery if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
208,graph_208_normal,Explain the anomaly in Service H if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
209,graph_209_normal,Explain the anomaly in Samantha Curtis if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
210,graph_210_normal,Explain the anomaly in Rebecca Hawkins if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
211,graph_211_normal,Explain the anomaly in Patrick Burton if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
212,graph_212_normal,Explain the anomaly in Jose Thompson if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
213,graph_213_normal,Explain the anomaly in Service H if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
214,graph_214_normal,Explain the anomaly in Service C if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
215,graph_215_normal,Explain the anomaly in Service A if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
216,graph_216_normal,Explain the anomaly in David Stout if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
217,graph_217_normal,Explain the anomaly in William Watson if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
218,graph_218_normal,Explain the anomaly in Service G if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
219,graph_219_normal,Explain the anomaly in Service B if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
220,graph_220_normal,Explain the anomaly in James Powers if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
221,graph_221_normal,Explain the anomaly in Service H if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
222,graph_222_normal,Explain the anomaly in Patricia Gonzalez if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
223,graph_223_normal,Explain the anomaly in Service H if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
224,graph_224_normal,Explain the anomaly in Patrick Rivera if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
225,graph_225_normal,Explain the anomaly in Matthew Cooley if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
226,graph_226_normal,Explain the anomaly in Service E if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
227,graph_227_normal,Explain the anomaly in Christopher Gardner if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
228,graph_228_normal,Explain the anomaly in Blake Hodge if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
229,graph_229_normal,Explain the anomaly in Anthony Perez if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
230,graph_230_normal,Explain the anomaly in Service F if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
231,graph_231_normal,Explain the anomaly in Craig Carlson if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
232,graph_232_normal,Explain the anomaly in Service B if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
233,graph_233_normal,Explain the anomaly in Service E if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
234,graph_234_normal,Explain the anomaly in Service B if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
235,graph_235_normal,Explain the anomaly in Service G if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
236,graph_236_normal,Explain the anomaly in Service D if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
237,graph_237_normal,Explain the anomaly in Service A if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
238,graph_238_normal,Explain the anomaly in John Boyd if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
239,graph_239_normal,Explain the anomaly in Service E if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
240,graph_240_normal,Explain the anomaly in Service A if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
241,graph_241_normal,Explain the anomaly in Thomas Hernandez if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
242,graph_242_normal,Explain the anomaly in Anthony Zavala if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
243,graph_243_normal,Explain the anomaly in Heather Thompson if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
244,graph_244_normal,Explain the anomaly in Ryan Vasquez if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
245,graph_245_normal,Explain the anomaly in Amy Davis if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
246,graph_246_normal,Explain the anomaly in Michael Copeland if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
247,graph_247_normal,Explain the anomaly in Service I if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
248,graph_248_normal,Explain the anomaly in Service H if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
249,graph_249_normal,Explain the anomaly in Beth Blevins if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
250,graph_250_normal,Explain the anomaly in Renee Saunders if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
251,graph_251_anomalous,Explain the anomaly in James Ramirez if there are any.,"James Ramirez, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service B, Service I, Service G, Service F, Service H. It is more than 2 standard deviations away from the mean edges in the graph.","James Ramirez, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service B, Service I, Service G, Service F, Service H. It is more than 2 standard deviations away from the mean edges in the graph."
252,graph_252_anomalous,Explain the anomaly in Julia White if there are any.,"Julia White, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service G, Service A, Service H, Service D, Service E, Service I, Service B. It is more than 2 standard deviations away from the mean edges in the graph.","Julia White, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service G, Service A, Service H, Service D, Service E, Service I, Service B. It is more than 2 standard deviations away from the mean edges in the graph."
253,graph_253_anomalous,Explain the anomaly in Justin Burns if there are any.,"Justin Burns, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service E, Service F, Service D, Service I, Service H, Service C. It is more than 2 standard deviations away from the mean edges in the graph.","Justin Burns, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service E, Service F, Service D, Service I, Service H, Service C. It is more than 2 standard deviations away from the mean edges in the graph."
254,graph_254_anomalous,Explain the anomaly in David Thompson if there are any.,"David Thompson, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service E, Service H, Service B, Service G, Service I, Service F. It is more than 2 standard deviations away from the mean edges in the graph.","David Thompson, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service E, Service H, Service B, Service G, Service I, Service F. It is more than 2 standard deviations away from the mean edges in the graph."
255,graph_255_anomalous,Explain the anomaly in Catherine Martinez if there are any.,"Catherine Martinez, a Subscriber, has a large number of connections, linking to the following nodes: Service G, Service B, Service E, Service A, Service H, Service D. It is more than 2 standard deviations away from the mean edges in the graph.","Catherine Martinez, a Subscriber, has a large number of connections, linking to the following nodes: Service G, Service B, Service E, Service A, Service H, Service D. It is more than 2 standard deviations away from the mean edges in the graph."
256,graph_256_anomalous,Explain the anomaly in Joel Cook if there are any.,"Joel Cook, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service B, Service D, Service G, Service F, Service I. It is more than 2 standard deviations away from the mean edges in the graph.","Joel Cook, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service B, Service D, Service G, Service F, Service I. It is more than 2 standard deviations away from the mean edges in the graph."
257,graph_257_anomalous,Explain the anomaly in Whitney Mendoza if there are any.,"Whitney Mendoza, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service E, Service D, Service I, Service F, Service C, Service G, Service H. It is more than 2 standard deviations away from the mean edges in the graph.","Whitney Mendoza, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service E, Service D, Service I, Service F, Service C, Service G, Service H. It is more than 2 standard deviations away from the mean edges in the graph."
258,graph_258_anomalous,Explain the anomaly in Wendy Carroll if there are any.,"Wendy Carroll, a Subscriber, has a large number of connections, linking to the following nodes: Service F, Service A, Service H, Service D, Service G, Service I, Service E, Service B. It is more than 2 standard deviations away from the mean edges in the graph.","Wendy Carroll, a Subscriber, has a large number of connections, linking to the following nodes: Service F, Service A, Service H, Service D, Service G, Service I, Service E, Service B. It is more than 2 standard deviations away from the mean edges in the graph."
259,graph_259_anomalous,Explain the anomaly in Heather Kent if there are any.,"Heather Kent, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service B, Service G, Service I, Service A, Service C, Service D, Service F. It is more than 2 standard deviations away from the mean edges in the graph.","Heather Kent, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service B, Service G, Service I, Service A, Service C, Service D, Service F. It is more than 2 standard deviations away from the mean edges in the graph."
260,graph_260_anomalous,Explain the anomaly in Nicole Thompson if there are any.,"Nicole Thompson, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service C, Service I, Service E, Service A, Service G, Service H. It is more than 2 standard deviations away from the mean edges in the graph.","Nicole Thompson, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service C, Service I, Service E, Service A, Service G, Service H. It is more than 2 standard deviations away from the mean edges in the graph."
261,graph_261_anomalous,Explain the anomaly in Jeremy Evans if there are any.,"Jeremy Evans, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service F, Service H, Service I, Service G, Service C, Service B, Service A. It is more than 2 standard deviations away from the mean edges in the graph.","Jeremy Evans, a Subscriber, has a large number of connections, linking to the following nodes: Service E, Service F, Service H, Service I, Service G, Service C, Service B, Service A. It is more than 2 standard deviations away from the mean edges in the graph."
262,graph_262_anomalous,Explain the anomaly in Leslie Moore if there are any.,"Leslie Moore, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service A, Service D, Service G, Service E, Service C, Service F. It is more than 2 standard deviations away from the mean edges in the graph.","Leslie Moore, a Subscriber, has a large number of connections, linking to the following nodes: Service B, Service A, Service D, Service G, Service E, Service C, Service F. It is more than 2 standard deviations away from the mean edges in the graph."
263,graph_263_anomalous,Explain the anomaly in Kristen Clark if there are any.,"Kristen Clark, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service I, Service E, Service D, Service F, Service G. It is more than 2 standard deviations away from the mean edges in the graph.","Kristen Clark, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service I, Service E, Service D, Service F, Service G. It is more than 2 standard deviations away from the mean edges in the graph."
264,graph_264_anomalous,Explain the anomaly in Dawn Coffey if there are any.,"Dawn Coffey, a Subscriber, has a large number of connections, linking to the following nodes: Service I, Service A, Service D, Service H, Service B, Service G, Service C, Service E. It is more than 2 standard deviations away from the mean edges in the graph.","Dawn Coffey, a Subscriber, has a large number of connections, linking to the following nodes: Service I, Service A, Service D, Service H, Service B, Service G, Service C, Service E. It is more than 2 standard deviations away from the mean edges in the graph."
265,graph_265_anomalous,Explain the anomaly in Samuel Baker if there are any.,"Samuel Baker, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service H, Service B, Service G, Service I, Service F. It is more than 2 standard deviations away from the mean edges in the graph.","Samuel Baker, a Subscriber, has a large number of connections, linking to the following nodes: Service A, Service H, Service B, Service G, Service I, Service F. It is more than 2 standard deviations away from the mean edges in the graph."
266,graph_266_anomalous,Explain the anomaly in Karen Kelly if there are any.,"Karen Kelly, a Subscriber, has a large number of connections, linking to the following nodes: Service D, Service B, Service E, Service H, Service A, Service C. It is more than 2 standard deviations away from the mean edges in the graph.","Karen Kelly, a Subscriber, has a large number of connections, linking to the following nodes: Service D, Service B, Service E, Service H, Service A, Service C. It is more than 2 standard deviations away from the mean edges in the graph."
267,graph_267_anomalous,Explain the anomaly in Lisa Phillips if there are any.,"Lisa Phillips, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service B, Service F, Service A, Service H, Service I, Service D, Service G. It is more than 2 standard deviations away from the mean edges in the graph.","Lisa Phillips, a Subscriber, has a large number of connections, linking to the following nodes: Service C, Service B, Service F, Service A, Service H, Service I, Service D, Service G. It is more than 2 standard deviations away from the mean edges in the graph."
268,graph_268_anomalous,Explain the anomaly in Robert Barton if there are any.,"Robert Barton, a Subscriber, has a large number of connections, linking to the following nodes: Service H, Service F, Service D, Service B, Service E, Service A. It is more than 2 standard deviations away from the mean edges in the graph.","Robert Barton, a Subscriber, has a large number of connections, linking to the following nodes: Service H, Service F, Service D, Service B, Service E, Service A. It is more than 2 standard deviations away from the mean edges in the graph."
